Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
All Kamen Rider: Rider Generation,DS,2011.0,Action,0.0,0.0,0.12,0.0,,,
Gundam Breaker 3,PSV,2016.0,Action,0.0,0.0,0.12,0.0,,,
Gundam Memories: Tatakai no Kioku,PSP,2011.0,Action,0.0,0.0,0.12,0.0,,,
Kaijuu Busters,DS,2009.0,Action,0.0,0.0,0.12,0.0,,,
Mobile Suit Gundam Side Story: Missing Link,PS3,2014.0,Action,0.0,0.0,0.12,0.0,,,
Undead Knights,PSP,2009.0,Action,0.05,0.0,0.06,0.01,63.0,8,M
Ninja Reflex,Wii,2008.0,Action,0.11,0.0,0.0,0.01,49.0,6,E10+
Godzilla Unleashed: Double Smash,DS,2007.0,Action,0.11,0.0,0.0,0.01,28.0,4.9,E
Macross Triangle Frontier,PSP,2011.0,Action,0.0,0.0,0.12,0.0,,,
Fate/Extra CCC,PSP,2013.0,Action,0.0,0.0,0.12,0.0,,,
Akiba's Trip: Undead & Undressed,PS4,2014.0,Action,0.08,0.0,0.01,0.02,,,
Uta no * Prince-Sama: All Star,PSP,2013.0,Action,0.0,0.0,0.12,0.0,,,
Jaws: Ultimate Predator,3DS,2011.0,Action,0.11,0.0,0.0,0.01,,tbd,M
Onechanbara: Bikini Zombie Slayers,Wii,2008.0,Action,0.11,0.0,0.0,0.01,55.0,8,M
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008.0,Action,0.0,0.0,0.12,0.0,,,
Yakuza,PS3,2012.0,Action,0.0,0.0,0.11,0.0,,,
Retro Game Challenge,DS,2007.0,Action,0.0,0.0,0.11,0.0,77.0,7.3,E
Heart Catch PreCure! Oshare Collection,DS,2010.0,Action,0.0,0.0,0.11,0.0,,,
Shin Sangoku Musou: Multi Raid 2,PSP,2010.0,Action,0.0,0.0,0.11,0.0,,,
Samurai Warriors 4-II,PS3,2015.0,Action,0.0,0.0,0.11,0.0,,tbd,T
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015.0,Action,0.0,0.0,0.11,0.0,,,
Zangeki no Reginleiv,Wii,2010.0,Action,0.0,0.0,0.11,0.0,,,
Cory in the House,DS,2007.0,Action,0.1,0.0,0.0,0.01,,9.5,E
Toukiden 2,PSV,2016.0,Action,0.0,0.0,0.11,0.0,,,
TMNT,PSP,2007.0,Action,0.1,0.0,0.0,0.01,37.0,4.1,E10+
EA Replay,PSP,2006.0,Action,0.1,0.0,0.0,0.01,56.0,tbd,T
The Settlers,DS,2007.0,Action,0.1,0.0,0.0,0.01,39.0,5.6,E
Kouchuu Ouja Mushi King: Super Collection,DS,2007.0,Action,0.0,0.0,0.11,0.0,,,
Shin Sangoku Musou 6 Special,PSP,2011.0,Action,0.0,0.0,0.11,0.0,,,
Samurai Warriors 4,PSV,2014.0,Action,0.0,0.0,0.11,0.0,76.0,8.6,T
Eragon,PSP,2006.0,Action,0.1,0.0,0.0,0.01,59.0,tbd,T
AKB48+Me,3DS,2012.0,Action,0.0,0.0,0.11,0.0,,,
My Little Sister Can't Be This Cute Portable,PSP,2012.0,Action,0.0,0.0,0.11,0.0,,,
Mushroom Men: Rise of the Fungi,DS,2008.0,Action,0.1,0.0,0.0,0.01,45.0,7.3,E
Hellboy: The Science of Evil,X360,2008.0,Action,0.1,0.0,0.0,0.01,44.0,5.7,T
Astro Boy: The Video Game,Wii,2009.0,Action,0.1,0.0,0.0,0.01,48.0,3.5,E10+
Happy Feet Two,PS3,,Action,0.09,0.0,0.0,0.01,,,
Rengoku: The Tower of Purgatory,PSP,2005.0,Action,0.1,0.0,0.0,0.01,43.0,5.6,M
Cats & Dogs: The Revenge of Kitty Galore,DS,2010.0,Action,0.1,0.0,0.0,0.01,,,
Naruto Shippuden: Naruto vs. Sasuke,DS,2008.0,Action,0.07,0.0,0.03,0.0,64.0,tbd,E10+
Warriors Orochi 3,PSP,2012.0,Action,0.0,0.0,0.11,0.0,,,
Viewtiful Joe: Double Trouble!,DS,2005.0,Action,0.08,0.0,0.01,0.01,,,
Hysteria Hospital: Emergency Ward,DS,2009.0,Action,0.1,0.0,0.0,0.01,45.0,tbd,E
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012.0,Action,0.0,0.0,0.11,0.0,,,
Busou Shinki: Battle Masters Mk. 2,PSP,2011.0,Action,0.0,0.0,0.11,0.0,,,
Fate/Extella: The Umbral Star,PS4,2016.0,Action,0.0,0.0,0.11,0.0,,,T
X-Men: The Official Game,DS,2006.0,Action,0.1,0.0,0.0,0.01,50.0,7.8,E10+
Taiko no Tatsujin: V Version,PSV,2015.0,Action,0.0,0.0,0.1,0.0,,,
Kamen Rider: Battride War II,PS3,2014.0,Action,0.0,0.0,0.1,0.0,,,
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012.0,Action,0.0,0.0,0.1,0.0,,,
The Godfather: Mob Wars,PSP,2006.0,Action,0.09,0.0,0.0,0.01,59.0,7.9,M
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016.0,Action,0.0,0.0,0.1,0.0,,,
Fatal Frame 2: Wii Edition,Wii,2012.0,Action,0.0,0.0,0.1,0.0,,,
Kidou Senshi Gundam UC,PS3,2012.0,Action,0.0,0.0,0.1,0.0,,,
Samurai Warriors Chronicles 2nd,3DS,2012.0,Action,0.0,0.0,0.1,0.0,,,
Astro Boy: The Video Game,DS,2009.0,Action,0.09,0.0,0.0,0.01,34.0,tbd,E
America's Next Top Model,DS,2008.0,Action,0.1,0.0,0.0,0.01,,tbd,E10+
Hot Wheels Ultimate Racing,PSP,2007.0,Action,0.09,0.0,0.0,0.01,60.0,tbd,E
Metal Gear Solid HD Edition,PS3,2011.0,Action,0.0,0.0,0.1,0.0,,,
Project Hacker: Kakusei,DS,2006.0,Action,0.0,0.0,0.1,0.0,,,
All Kamen Rider: Rider Generation 2,DS,2012.0,Action,0.0,0.0,0.1,0.0,,,
The Destiny of Zorro,Wii,2009.0,Action,0.09,0.0,0.0,0.01,,tbd,E10+
Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015.0,Action,0.0,0.0,0.1,0.0,,,
Spider-Man: Web of Shadows,DS,2008.0,Action,0.09,0.0,0.0,0.01,77.0,7.5,E10+
MySims SkyHeroes,X360,2010.0,Action,0.09,0.0,0.0,0.01,56.0,5.5,E10+
The Secret Saturdays: Beasts of the 5th Sun,Wii,2009.0,Action,0.09,0.0,0.0,0.01,60.0,tbd,E10+
Tornado Outbreak,Wii,2009.0,Action,0.09,0.0,0.0,0.01,71.0,8.2,E10+
Digimon World: Next Order,PSV,2016.0,Action,0.0,0.0,0.1,0.0,,,
The Secret Saturdays: Beasts of the 5th Sun,PSP,2009.0,Action,0.08,0.0,0.0,0.01,,tbd,E10+
Man vs. Wild,X360,2011.0,Action,0.09,0.0,0.0,0.01,,4.6,T
Watchmen: The End is Nigh Part 1 & 2,X360,2009.0,Action,0.09,0.0,0.0,0.01,,,
Gundam Breaker 3,PS4,2016.0,Action,0.0,0.0,0.1,0.0,,,
Heatseeker,Wii,2007.0,Action,0.08,0.0,0.0,0.01,62.0,6.2,T
Ninja Reflex,DS,2008.0,Action,0.09,0.0,0.0,0.01,54.0,tbd,E10+
Power Stone Collection,PSP,2006.0,Action,0.08,0.0,0.0,0.01,74.0,6.8,T
The Voice,WiiU,2014.0,Action,0.08,0.0,0.0,0.01,,,
Gundam Breaker,PSV,2013.0,Action,0.0,0.0,0.09,0.0,,,
Metal Fight Beyblade,DS,2009.0,Action,0.0,0.0,0.09,0.0,,,
Ouchi Mainichi Tamagotchi,3DS,2012.0,Action,0.0,0.0,0.09,0.0,,,
Fresh PreCure! Asobi Collection,DS,2009.0,Action,0.0,0.0,0.09,0.0,,,
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,2009.0,Action,0.09,0.0,0.0,0.01,,,
Girls und Panzer: I Will Master Tankery,PSV,2014.0,Action,0.0,0.0,0.09,0.0,,,
Devil May Cry 4,PS4,2015.0,Action,0.01,0.0,0.08,0.0,,,
Retro Game Challenge (US sales),DS,2007.0,Action,0.09,0.0,0.0,0.0,,,
Rygar: The Battle of Argus,Wii,2008.0,Action,0.09,0.0,0.0,0.01,52.0,7,T
The Story of Noah's Ark,DS,2010.0,Action,0.09,0.0,0.0,0.01,,,
Beowulf: The Game,PSP,2007.0,Action,0.08,0.0,0.0,0.01,44.0,5.4,M
Demon Chaos,PS2,,Action,0.0,0.0,0.09,0.0,,,
Seven: Molmorth no Kiheitai,PS2,2000.0,Action,0.0,0.0,0.09,0.0,,,
Def Jam Fight For NY: The Takeover,PSP,2006.0,Action,0.08,0.0,0.0,0.01,79.0,8.2,M
Tornado Outbreak,PS3,2009.0,Action,0.08,0.0,0.0,0.01,69.0,7.6,E10+
Kenka Banchou 2: Full Throttle,PS2,2007.0,Action,0.0,0.0,0.09,0.0,,,
No More Heroes: Red Zone,PS3,2011.0,Action,0.0,0.0,0.09,0.0,,,
Fate/Extella: The Umbral Star,PSV,2016.0,Action,0.0,0.0,0.09,0.0,,,T
Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,DS,2010.0,Action,0.0,0.0,0.09,0.0,,,
Viewtiful Joe: Red Hot Rumble,PSP,2006.0,Action,0.08,0.0,0.0,0.01,63.0,6.3,T
The Mummy: Tomb of the Dragon Emperor,DS,2008.0,Action,0.08,0.0,0.0,0.01,43.0,tbd,T
Jikkyou Powerful Pro Yakyuu 2012,PSV,2012.0,Action,0.0,0.0,0.09,0.0,,,
The Mummy: Tomb of the Dragon Emperor,Wii,2008.0,Action,0.08,0.0,0.0,0.01,39.0,6.4,T
Sengoku Basara 4: Sumeragi,PS3,2015.0,Action,0.0,0.0,0.09,0.0,,,
Jumper: Griffin's Story,Wii,2008.0,Action,0.08,0.0,0.0,0.01,28.0,2.5,T
Dynasty Warriors 8: Empires,PS3,2014.0,Action,0.0,0.0,0.09,0.0,,tbd,T
Kuroko's Basketball: Ties to Future,3DS,2015.0,Action,0.0,0.0,0.09,0.0,,,
Charlotte's Web,DS,2006.0,Action,0.08,0.0,0.0,0.01,60.0,tbd,E
50 Cent: Bulletproof,PSP,2006.0,Action,0.08,0.0,0.0,0.01,,,
Toukiden 2,PS4,2016.0,Action,0.0,0.0,0.08,0.0,,,
Jaws: Ultimate Predator,Wii,2011.0,Action,0.08,0.0,0.0,0.01,,6.3,T
Kidou Senshi Gundam 00,DS,2008.0,Action,0.0,0.0,0.08,0.0,,,
The Voice,X360,2014.0,Action,0.07,0.0,0.0,0.01,,,
The Secret Saturdays: Beasts of the 5th Sun,DS,2009.0,Action,0.08,0.0,0.0,0.01,60.0,tbd,E10+
Famicom Mini: Adventure Island,GBA,2004.0,Action,0.0,0.0,0.08,0.0,,,
God Eater Resurrection,PS4,2015.0,Action,0.0,0.0,0.08,0.0,70.0,7.8,T
Gundam the 3D Battle,3DS,2011.0,Action,0.0,0.0,0.08,0.0,,,
Godzilla Generations,DC,1998.0,Action,0.0,0.0,0.08,0.0,,,
Forbidden Siren 2,PS2,2006.0,Action,0.0,0.0,0.08,0.0,,,
Playmobil Pirates,DS,2009.0,Action,0.07,0.0,0.0,0.01,,tbd,E10+
Kamen Rider: Travelers Senki,3DS,2013.0,Action,0.0,0.0,0.08,0.0,,,
Kaijuu Busters Powered,DS,2011.0,Action,0.0,0.0,0.08,0.0,,,
The Spiderwick Chronicles,DS,2008.0,Action,0.07,0.0,0.0,0.01,60.0,tbd,E10+
Sushi Academy,DS,2009.0,Action,0.08,0.0,0.0,0.01,,tbd,E
Zero: Tsukihami no Kamen,Wii,,Action,0.0,0.0,0.08,0.0,,,
Tornado Outbreak,X360,2009.0,Action,0.07,0.0,0.0,0.01,62.0,8,E10+
Ninjabread Man,Wii,2007.0,Action,0.07,0.0,0.0,0.01,20.0,1.7,E
DaGeDar,DS,2011.0,Action,0.08,0.0,0.0,0.01,,tbd,E
Uta no Prince-Sama: All Star After Secret,PSP,2015.0,Action,0.0,0.0,0.08,0.0,,,
Man vs. Wild,PS3,2010.0,Action,0.07,0.0,0.0,0.01,,,
Super Sentai Battle: Ranger Cross,Wii,2011.0,Action,0.0,0.0,0.08,0.0,,,
Doraemon: Nobita and the Island of Miracles,3DS,2012.0,Action,0.0,0.0,0.08,0.0,,,
Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013.0,Action,0.0,0.0,0.08,0.0,,,
Disney's Meet the Robinsons,X360,2007.0,Action,0.07,0.0,0.0,0.01,65.0,tbd,E10+
Sengoku Musou 3: Moushouden,Wii,2011.0,Action,0.0,0.0,0.08,0.0,,,
Earth Defense Force 2017,X360,2006.0,Action,0.04,0.0,0.03,0.0,69.0,7.7,T
From Russia With Love,PSP,2006.0,Action,0.07,0.0,0.0,0.01,61.0,6.9,T
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007.0,Action,0.0,0.0,0.08,0.0,,,
Song of the Deep,PS4,2016.0,Action,0.06,0.0,0.0,0.01,69.0,7.3,E
Diego's Build & Rescue,DS,2010.0,Action,0.07,0.0,0.0,0.01,,,
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012.0,Action,0.0,0.0,0.08,0.0,,,
Samurai Warriors Chronicles 3,3DS,2014.0,Action,0.0,0.0,0.08,0.0,63.0,6.1,T
Aliens in the Attic,Wii,2009.0,Action,0.07,0.0,0.0,0.01,,tbd,E10+
Man vs. Wild,Wii,2011.0,Action,0.07,0.0,0.0,0.0,,tbd,T
Romance of the Three Kingdoms 13,PS4,2015.0,Action,0.02,0.0,0.05,0.01,,,
The Legend of Kage 2,DS,2008.0,Action,0.07,0.0,0.0,0.0,70.0,6.3,E10+
Kung Fu Panda: Legendary Warriors,Wii,2008.0,Action,0.07,0.0,0.0,0.0,,,
Superman Returns,DS,2006.0,Action,0.07,0.0,0.0,0.01,33.0,4.9,E
Gundam Battle Tactics,PSP,2005.0,Action,0.0,0.0,0.07,0.0,,,
Warriors Orochi 3,PSV,2013.0,Action,0.0,0.0,0.07,0.0,,,
America's Next Top Model,Wii,2010.0,Action,0.07,0.0,0.0,0.0,,tbd,E10+
Toy Soldiers: War Chest,PS4,2015.0,Action,0.06,0.0,0.0,0.01,62.0,7.7,
Busou Shinki: Battle Masters,PSP,2010.0,Action,0.0,0.0,0.07,0.0,,,
Prey the Stars,DS,2008.0,Action,0.07,0.0,0.0,0.01,66.0,tbd,E
Hammerin' Hero,PSP,2008.0,Action,0.06,0.0,0.0,0.01,73.0,7.3,E10+
Kenyuu Densetsu Yaiba,SNES,1994.0,Action,0.0,0.0,0.07,0.0,,,
Game Center CX: Arino no Chousenjou 2,DS,2009.0,Action,0.0,0.0,0.07,0.0,,,
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012.0,Action,0.0,0.0,0.07,0.0,,,
Famicom Mini: Nazo no Murasame-Jou,GBA,2004.0,Action,0.0,0.0,0.07,0.0,,,
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005.0,Action,0.06,0.0,0.0,0.01,50.0,7,T
Metal Gear Solid,GB,2000.0,Action,0.0,0.0,0.07,0.0,,,
Tornado,DS,,Action,0.07,0.0,0.0,0.0,44.0,tbd,E
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,2009.0,Action,0.0,0.0,0.07,0.0,,,
G-Saviour,PS2,2000.0,Action,0.0,0.0,0.07,0.0,,,
Gintama DS: Yorozuya Daisoudou,DS,2006.0,Action,0.0,0.0,0.07,0.0,,,
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,2010.0,Action,0.0,0.0,0.07,0.0,,,
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013.0,Action,0.0,0.0,0.07,0.0,,,
Earth Defense Force 2: Invaders from Planet Space,PSV,2014.0,Action,0.02,0.0,0.04,0.01,72.0,8.5,T
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006.0,Action,0.0,0.0,0.07,0.0,,,
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014.0,Action,0.0,0.0,0.07,0.0,,,
Fairy Tail: Zelef Kakusei,PSP,2012.0,Action,0.0,0.0,0.07,0.0,,,
Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993.0,Action,0.0,0.0,0.07,0.0,,,
Lost Heroes 2,3DS,2015.0,Action,0.0,0.0,0.07,0.0,,,
Dynasty Warriors DS: Fighter's Battle,DS,2007.0,Action,0.04,0.0,0.03,0.0,56.0,tbd,E10+
Alpha and Omega,DS,2010.0,Action,0.06,0.0,0.0,0.0,,tbd,E
Warhammer: Battle For Atluma,PSP,2006.0,Action,0.06,0.0,0.0,0.01,55.0,7.4,T
OverBlood 2,PS,1998.0,Action,0.0,0.0,0.06,0.0,,,
Tokyo Beat Down,DS,2008.0,Action,0.06,0.0,0.0,0.0,56.0,tbd,T
Mega Man X4,SAT,1997.0,Action,0.0,0.0,0.07,0.0,,,
Jackass the Game DS,DS,2008.0,Action,0.06,0.0,0.0,0.01,,,
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015.0,Action,0.0,0.0,0.07,0.0,,,
Ninja Warriors,SNES,1993.0,Action,0.0,0.0,0.07,0.0,,,
Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007.0,Action,0.0,0.0,0.07,0.0,,,
Deep Labyrinth,DS,2006.0,Action,0.06,0.0,0.0,0.0,57.0,8.8,E10+
God Hand,PS2,2006.0,Action,0.0,0.0,0.07,0.0,73.0,7.7,M
Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006.0,Action,0.0,0.0,0.07,0.0,,,
Daniel X: The Ultimate Power,DS,2010.0,Action,0.06,0.0,0.0,0.0,,tbd,E10+
TRON: Evolution,PC,2010.0,Action,0.06,0.0,0.0,0.0,57.0,6,T
Alex Rider: Stormbreaker,DS,,Action,0.06,0.0,0.0,0.0,48.0,6.1,T
Streets of Rage 3,GEN,1993.0,Action,0.0,0.0,0.07,0.0,,,
Prince of Persia: The Fallen King,DS,2008.0,Action,0.06,0.0,0.0,0.0,64.0,6,E
Samurai Warriors Chronicles 3,PSV,2014.0,Action,0.0,0.0,0.06,0.0,70.0,7.9,T
Bullet Girls,PSV,2014.0,Action,0.0,0.0,0.06,0.0,,,
Ikki Tousen: Xross Impact,PSP,2010.0,Action,0.0,0.0,0.06,0.0,,,
Insecticide,DS,2008.0,Action,0.06,0.0,0.0,0.0,55.0,7,E10+
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007.0,Action,0.0,0.0,0.06,0.0,,,
Dynasty Warriors Vs,3DS,2012.0,Action,0.0,0.0,0.06,0.0,,,
Famicom Mini: Balloon Fight,GBA,2004.0,Action,0.0,0.0,0.06,0.0,,,
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008.0,Action,0.0,0.0,0.06,0.0,,,
Game Center CX: 3-Choume no Arino,3DS,2014.0,Action,0.0,0.0,0.06,0.0,,,
NHL Legacy,X360,2015.0,Action,0.06,0.0,0.0,0.01,,,
Godzilla (2014),PS3,2014.0,Action,0.0,0.0,0.06,0.0,,,
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016.0,Action,0.0,0.0,0.06,0.0,,,
Earth Defense Force 2017 Portable,PSV,2012.0,Action,0.0,0.0,0.06,0.0,68.0,7.9,T
DuckTales: Remastered,WiiU,2013.0,Action,0.06,0.0,0.0,0.01,76.0,7.9,E
Kikou Heidan J-Phoenix,PS2,2001.0,Action,0.0,0.0,0.06,0.0,,,
Legend of Kay,DS,2010.0,Action,0.06,0.0,0.0,0.0,,tbd,E
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012.0,Action,0.0,0.0,0.06,0.0,,,
Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011.0,Action,0.0,0.0,0.06,0.0,,,
Kurupoto Cool Cool Stars,DS,2007.0,Action,0.06,0.0,0.0,0.0,,tbd,E
Attack on Titan (KOEI),PS3,2016.0,Action,0.0,0.0,0.06,0.0,,,
Mobile Suit Gundam 00: Gundam Meisters,PS2,2008.0,Action,0.0,0.0,0.06,0.0,,,
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014.0,Action,0.0,0.0,0.06,0.0,,,
Crazy Chicken Tales,Wii,2009.0,Action,0.06,0.0,0.0,0.0,,tbd,E10+
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010.0,Action,0.0,0.0,0.06,0.0,,,
Summon Night 6: Lost Borders,PSV,2016.0,Action,0.0,0.0,0.06,0.0,,,
Pro Evolution Soccer 2012,PS2,2011.0,Action,0.0,0.0,0.06,0.0,,8.2,E
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012.0,Action,0.0,0.0,0.06,0.0,,,
Song of the Deep,XOne,2016.0,Action,0.05,0.0,0.0,0.01,66.0,6.9,E
ICO,PS3,2011.0,Action,0.0,0.0,0.06,0.0,,7.4,T
Prinny: Can I Really Be The Hero? (US sales),PSP,,Action,0.06,0.0,0.0,0.0,,,
Smile PreCure! Let's Go! Marchen World,3DS,2012.0,Action,0.0,0.0,0.06,0.0,,,
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015.0,Action,0.0,0.0,0.06,0.0,,,
Xiaolin Showdown,PSP,2006.0,Action,0.05,0.0,0.0,0.0,59.0,tbd,E10+
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005.0,Action,0.05,0.0,0.0,0.0,58.0,7,E
Raw Danger! (JP sales),PS2,2006.0,Action,0.0,0.0,0.06,0.0,,,
Jumper: Griffin's Story,X360,2008.0,Action,0.05,0.0,0.0,0.0,29.0,3.3,T
Steins;Gate: Hiyoku Renri no Darling,PSP,2012.0,Action,0.0,0.0,0.06,0.0,,,
Gegege no Kitarou: Youkai Daigekisen,DS,2008.0,Action,0.0,0.0,0.06,0.0,,,
All Kamen Rider: Rider Generation 2,PSP,2012.0,Action,0.0,0.0,0.06,0.0,,,
Vampire Rain: Altered Species,PS3,2008.0,Action,0.05,0.0,0.0,0.0,30.0,3.5,M
Toy Soldiers: War Chest,XOne,2015.0,Action,0.05,0.0,0.0,0.01,60.0,8.4,
Mercury Meltdown,PSP,2006.0,Action,0.05,0.0,0.0,0.01,78.0,7.8,E
Brave: A Warrior's Tale,Wii,2009.0,Action,0.05,0.0,0.0,0.0,48.0,tbd,E10+
Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991.0,Action,0.0,0.0,0.06,0.0,,,
Kamen Rider: Battride War Genesis,PS4,2016.0,Action,0.0,0.0,0.06,0.0,,,
Warriors Orochi 2,X360,2008.0,Action,0.04,0.0,0.01,0.0,44.0,8.1,T
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010.0,Action,0.0,0.0,0.06,0.0,,,
Samurai Warriors 4: Empires,PS3,2015.0,Action,0.0,0.0,0.06,0.0,,tbd,T
Gun Showdown,PSP,2006.0,Action,0.05,0.0,0.0,0.01,73.0,7.6,M
Evangelion: Jo,PSP,2009.0,Action,0.0,0.0,0.06,0.0,,,
Kamen Rider Kabuto,PS2,2006.0,Action,0.0,0.0,0.06,0.0,,,
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012.0,Action,0.0,0.0,0.06,0.0,,,
Scurge: Hive,DS,2006.0,Action,0.05,0.0,0.0,0.0,70.0,8.6,E10+
Gintama no Sugoroku,PSP,2013.0,Action,0.0,0.0,0.06,0.0,,,
Samurai Warriors 4: Empires,PSV,2015.0,Action,0.0,0.0,0.06,0.0,,tbd,T
Samurai Dou Portable,PSP,2008.0,Action,0.0,0.0,0.05,0.0,,,
Coraline,Wii,2009.0,Action,0.05,0.0,0.0,0.0,42.0,5.5,E10+
Xiaolin Showdown,DS,2006.0,Action,0.05,0.0,0.0,0.0,58.0,tbd,E
Captain America: Super Soldier,Wii,,Action,0.05,0.0,0.0,0.0,57.0,6,T
Ghostbusters (2016),PS4,2016.0,Action,0.04,0.0,0.0,0.01,,,
Shin Sangoku Musou 5 Empires,PSP,2010.0,Action,0.0,0.0,0.05,0.0,,,
GachiTora! Abarenbou Kyoushi in High School,PSP,2011.0,Action,0.0,0.0,0.05,0.0,,,
Samurai Warriors 4-II,PSV,2015.0,Action,0.0,0.0,0.05,0.0,,tbd,T
Uta no Prince-Sama: Music 3,PSV,2016.0,Action,0.0,0.0,0.05,0.0,,,
New Prince of Tennis: Go to the Top,3DS,2015.0,Action,0.0,0.0,0.05,0.0,,,
Taito Legends Power Up,PSP,2007.0,Action,0.05,0.0,0.0,0.0,41.0,tbd,E
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013.0,Action,0.0,0.0,0.05,0.0,,,
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007.0,Action,0.0,0.0,0.05,0.0,,,
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010.0,Action,0.0,0.0,0.05,0.0,,,
Mister Slime,DS,2008.0,Action,0.05,0.0,0.0,0.0,59.0,tbd,E
Minna no Ennichi,3DS,2012.0,Action,0.0,0.0,0.05,0.0,,,
Domino Rally,Wii,2007.0,Action,0.05,0.0,0.0,0.0,57.0,tbd,E
Luminous Arc Infinity,PSV,2015.0,Action,0.0,0.0,0.05,0.0,,,
Aliens in the Attic,DS,2009.0,Action,0.05,0.0,0.0,0.0,58.0,6,E10+
JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006.0,Action,0.0,0.0,0.05,0.0,,,
Shin Sangoku Musou 5 Special,PSP,2009.0,Action,0.0,0.0,0.05,0.0,,,
Strawberry Shortcake: Strawberryland Games,DS,2006.0,Action,0.05,0.0,0.0,0.0,,tbd,E
Captain America: Super Soldier,DS,,Action,0.05,0.0,0.0,0.0,,,
Ontamarama,DS,2007.0,Action,0.05,0.0,0.0,0.0,71.0,tbd,E
Hysteria Hospital: Emergency Ward,Wii,2009.0,Action,0.05,0.0,0.0,0.0,53.0,tbd,E
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015.0,Action,0.01,0.0,0.04,0.0,,,
Bakemonogatari Portable,PSP,2012.0,Action,0.0,0.0,0.05,0.0,,,
Tenchu: Dark Secret,DS,2006.0,Action,0.03,0.0,0.01,0.0,37.0,5.1,T
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007.0,Action,0.0,0.0,0.05,0.0,,,
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015.0,Action,0.0,0.0,0.05,0.0,,,
Kamiwaza,PS2,2006.0,Action,0.0,0.0,0.05,0.0,,,
Detective Conan: Prelude from the Past,DS,2012.0,Action,0.0,0.0,0.05,0.0,,,
Sengoku Basara 4: Sumeragi,PS4,2015.0,Action,0.0,0.0,0.05,0.0,,,
Kamen Rider: Battride War Genesis,PSV,2016.0,Action,0.0,0.0,0.05,0.0,,,
Guild 01,3DS,2012.0,Action,0.0,0.0,0.05,0.0,,,
Ghostbusters (2016),XOne,2016.0,Action,0.04,0.0,0.0,0.01,,,
G1 Grand Prix,3DS,2012.0,Action,0.0,0.0,0.05,0.0,,,
Cartoon Network Racing,DS,2006.0,Action,0.04,0.0,0.0,0.0,55.0,tbd,E
The Grim Adventures of Billy & Mandy,Wii,2006.0,Action,0.04,0.0,0.0,0.0,,,
